 EPC, RSSI,Count,Date,Time,Product Serial,Location Serial,Product code,Qty
4D4554303235372323170111,-63,104,2018/01/10,11:03:07,MET0257##170111,$LOC00MWA101,K0152,1
4D4554303235372323170147,-71.9,101,2018/01/10,11:03:07,MET0257##170147,$LOC00MWA101,K0152,1
4D4554303235372323170158,-68.4,82,2018/01/10,11:03:07,MET0257##170158,$LOC00MWA101,K0152,1
4D4554303235372323170188,-67.9,137,2018/01/10,11:03:07,MET0257##170188,$LOC00MWA101,K0152,1
4D4554303235382323170036,-73.9,5,2018/01/10,11:03:07,MET0258##170036,$LOC00MWA101,K0155,1
4D4554303235382323170039,-71.1,2,2018/01/10,11:03:07,MET0258##170039,$LOC00MWA101,K0155,1
4D4554303235382323170051,-66.8,163,2018/01/10,11:03:07,MET0258##170051,$LOC00MWA101,K0155,1
4D4554303235382323170052,-66.8,137,2018/01/10,11:03:07,MET0258##170052,$LOC00MWA101,K0155,1
4D4554303235382323170053,-71.1,150,2018/01/10,11:03:07,MET0258##170053,$LOC00MWA101,K0155,1
4D4554303235382323170054,-75.7,83,2018/01/10,11:03:07,MET0258##170054,$LOC00MWA101,K0155,1
4D4554303235382323170057,-71.9,11,2018/01/10,11:03:07,MET0258##170057,$LOC00MWA101,K0155,1
4D4554303235382323170058,-71.9,2,2018/01/10,11:03:07,MET0258##170058,$LOC00MWA101,K0155,1
4D4554303235382323170061,-67.9,1,2018/01/10,11:03:07,MET0258##170061,$LOC00MWA101,K0155,1
4D4554303235382323170062,-72.9,1,2018/01/10,11:03:07,MET0258##170062,$LOC00MWA101,K0155,1
4D4554303235382323170063,-55.8,184,2018/01/10,11:03:07,MET0258##170063,$LOC00MWA101,K0155,1
4D4554303235382323170069,-69.7,4,2018/01/10,11:03:07,MET0258##170069,$LOC00MWA101,K0155,1
4D4554303235382323170073,-72.9,116,2018/01/10,11:03:07,MET0258##170073,$LOC00MWA101,K0155,1
4D4554303235382323170076,-60.8,222,2018/01/10,11:03:07,MET0258##170076,$LOC00MWA101,K0155,1
4D4554303235382323170078,-72.9,166,2018/01/10,11:03:07,MET0258##170078,$LOC00MWA101,K0155,1
4D4554303235382323170083,-67.9,153,2018/01/10,11:03:07,MET0258##170083,$LOC00MWA101,K0155,1
4D4554303236322323170027,-71.1,26,2018/01/10,11:03:07,MET0262##170027,$LOC00MWA101,K0170,1
4D4554303236322323170028,-69,9,2018/01/10,11:03:07,MET0262##170028,$LOC00MWA101,K0170,1
4D4554303236322323170063,-59.9,63,2018/01/10,11:03:07,MET0262##170063,$LOC00MWA101,K0170,1
4D4554303236322323170064,-51,42,2018/01/10,11:03:07,MET0262##170064,$LOC00MWA101,K0170,1
4D4554303236322323170065,-77.1,22,2018/01/10,11:03:07,MET0262##170065,$LOC00MWA101,K0170,1
4D4554303236322323170066,-73.9,32,2018/01/10,11:03:07,MET0262##170066,$LOC00MWA101,K0170,1
4D4554303236342323170004,-66.8,66,2018/01/10,11:03:07,MET0264##170004,$LOC00MWA101,K0172,1
4D4554303330302323170029,-68.4,9,2018/01/10,11:03:07,MET0300##170029,$LOC00MWA101,TB0129,1
4D4554303330312323170249,-59.1,94,2018/01/10,11:03:07,MET0301##170249,$LOC00MWA101,TB0129GR,1
4D4554303331302323170023,-70.4,40,2018/01/10,11:03:07,MET0310##170023,$LOC00MWA101,TB0145,1
4D4554303331302323170026,-78,5,2018/01/10,11:03:07,MET0310##170026,$LOC00MWA101,TB0145,1
4D4554303331302323170037,-67.9,34,2018/01/10,11:03:07,MET0310##170037,$LOC00MWA101,TB0145,1
4D4554303331302323170047,-68.4,48,2018/01/10,11:03:07,MET0310##170047,$LOC00MWA101,TB0145,1
4D4554303331302323170050,-76.4,31,2018/01/10,11:03:07,MET0310##170050,$LOC00MWA101,TB0145,1
4D4554303331302323170051,-65.9,67,2018/01/10,11:03:07,MET0310##170051,$LOC00MWA101,TB0145,1
4D4554303331302323170052,-77.1,106,2018/01/10,11:03:07,MET0310##170052,$LOC00MWA101,TB0145,1
4D4554303331302323170053,-69.7,35,2018/01/10,11:03:07,MET0310##170053,$LOC00MWA101,TB0145,1
4D4554303331302323170070,-75,36,2018/01/10,11:03:07,MET0310##170070,$LOC00MWA101,TB0145,1
4D4554303331302323170076,-73.9,49,2018/01/10,11:03:07,MET0310##170076,$LOC00MWA101,TB0145,1
4D4554303034352323180006,1,1,2018/01/09,16:16:34,MET0045##180006,$LOC00MWA101,D0047P,1
4D4554303034352323180007,1,1,2018/01/09,16:16:34,MET0045##180007,$LOC00MWA101,D0047P,1
4D4554303034352323180014,1,1,2018/01/09,16:16:34,MET0045##180014,$LOC00MWA101,D0047P,1
4D4554303034352323180020,1,1,2018/01/09,16:16:34,MET0045##180020,$LOC00MWA101,D0047P,1
4D4554303034352323180022,1,1,2018/01/09,16:16:34,MET0045##180022,$LOC00MWA101,D0047P,1
4D4554303034352323180023,1,1,2018/01/09,16:16:34,MET0045##180023,$LOC00MWA101,D0047P,1
4D4554303034352323180024,1,1,2018/01/09,16:16:34,MET0045##180024,$LOC00MWA101,D0047P,1
4D4554303034352323180025,1,1,2018/01/09,16:16:34,MET0045##180025,$LOC00MWA101,D0047P,1
4D4554303034392323180008,1,1,2018/01/09,16:17:24,MET0049##180008,$LOC00MWA101,D0049P,1
4D4554303034392323180009,1,1,2018/01/09,16:17:24,MET0049##180009,$LOC00MWA101,D0049P,1
4D4554303034392323180010,1,1,2018/01/09,16:17:24,MET0049##180010,$LOC00MWA101,D0049P,1
4D4554303034392323180011,1,1,2018/01/09,16:17:24,MET0049##180011,$LOC00MWA101,D0049P,1
4D4554303034392323180012,1,1,2018/01/09,16:17:24,MET0049##180012,$LOC00MWA101,D0049P,1
4D4554303034392323180013,1,1,2018/01/09,16:17:24,MET0049##180013,$LOC00MWA101,D0049P,1
4D4554303034392323180014,1,1,2018/01/09,16:17:24,MET0049##180014,$LOC00MWA101,D0049P,1
4D4554303034392323180015,1,1,2018/01/09,16:17:24,MET0049##180015,$LOC00MWA101,D0049P,1
4D4554303034392323180016,1,1,2018/01/09,16:17:24,MET0049##180016,$LOC00MWA101,D0049P,1
4D4554303034392323180017,1,1,2018/01/09,16:17:24,MET0049##180017,$LOC00MWA101,D0049P,1
4D4554303034392323180018,1,1,2018/01/09,16:17:24,MET0049##180018,$LOC00MWA101,D0049P,1
4D4554303034392323180019,1,1,2018/01/09,16:17:24,MET0049##180019,$LOC00MWA101,D0049P,1
4D4554303034392323180020,1,1,2018/01/09,16:17:24,MET0049##180020,$LOC00MWA101,D0049P,1
4D4554303034392323180021,1,1,2018/01/09,16:17:24,MET0049##180021,$LOC00MWA101,D0049P,1
4D4554303034392323180022,1,1,2018/01/09,16:17:24,MET0049##180022,$LOC00MWA101,D0049P,1
4D4554303034392323180023,1,1,2018/01/09,16:17:24,MET0049##180023,$LOC00MWA101,D0049P,1
4D4554303034392323180024,1,1,2018/01/09,16:17:24,MET0049##180024,$LOC00MWA101,D0049P,1
4D4554303034392323180025,1,1,2018/01/09,16:17:24,MET0049##180025,$LOC00MWA101,D0049P,1
4D4554303034392323180026,1,1,2018/01/09,16:17:24,MET0049##180026,$LOC00MWA101,D0049P,1
4D4554303034392323180027,1,1,2018/01/09,16:17:24,MET0049##180027,$LOC00MWA101,D0049P,1
4D4554303034392323180028,1,1,2018/01/09,16:17:24,MET0049##180028,$LOC00MWA101,D0049P,1
4D4554303034392323180029,1,1,2018/01/09,16:17:24,MET0049##180029,$LOC00MWA101,D0049P,1
4D4554303034392323180030,1,1,2018/01/09,16:17:24,MET0049##180030,$LOC00MWA101,D0049P,1
4D4554303131312323180005,1,1,2018/01/09,16:18:17,MET0111##180005,$LOC00MWA101,H0020,1
4D4554303131312323180006,1,1,2018/01/09,16:18:17,MET0111##180006,$LOC00MWA101,H0020,1
4D4554303131312323180007,1,1,2018/01/09,16:18:17,MET0111##180007,$LOC00MWA101,H0020,1
4D4554303131312323180008,1,1,2018/01/09,16:18:17,MET0111##180008,$LOC00MWA101,H0020,1
4D4554303131312323180009,1,1,2018/01/09,16:18:17,MET0111##180009,$LOC00MWA101,H0020,1
4D4554303131312323180010,1,1,2018/01/09,16:18:17,MET0111##180010,$LOC00MWA101,H0020,1
4D4554303131312323180011,1,1,2018/01/09,16:18:17,MET0111##180011,$LOC00MWA101,H0020,1
4D4554303131312323180012,1,1,2018/01/09,16:18:17,MET0111##180012,$LOC00MWA101,H0020,1
4D4554303131312323180013,1,1,2018/01/09,16:18:17,MET0111##180013,$LOC00MWA101,H0020,1
4D4554303131312323180014,1,1,2018/01/09,16:18:17,MET0111##180014,$LOC00MWA101,H0020,1
4D4554303131312323180015,1,1,2018/01/09,16:18:17,MET0111##180015,$LOC00MWA101,H0020,1
4D4554303131312323180016,1,1,2018/01/09,16:18:17,MET0111##180016,$LOC00MWA101,H0020,1
4D4554303131312323180017,1,1,2018/01/09,16:18:17,MET0111##180017,$LOC00MWA101,H0020,1
4D4554303131312323180018,1,1,2018/01/09,16:18:17,MET0111##180018,$LOC00MWA101,H0020,1
4D4554303131312323180019,1,1,2018/01/09,16:18:17,MET0111##180019,$LOC00MWA101,H0020,1
4D4554303131312323180020,1,1,2018/01/09,16:18:17,MET0111##180020,$LOC00MWA101,H0020,1
4D4554303131312323180021,1,1,2018/01/09,16:18:17,MET0111##180021,$LOC00MWA101,H0020,1
4D4554303131312323180022,1,1,2018/01/09,16:18:17,MET0111##180022,$LOC00MWA101,H0020,1
4D4554303131312323180023,1,1,2018/01/09,16:18:17,MET0111##180023,$LOC00MWA101,H0020,1
4D4554303131312323180024,1,1,2018/01/09,16:18:17,MET0111##180024,$LOC00MWA101,H0020,1
4D4554303131312323180025,1,1,2018/01/09,16:18:17,MET0111##180025,$LOC00MWA101,H0020,1
4D4554303131312323180026,1,1,2018/01/09,16:18:17,MET0111##180026,$LOC00MWA101,H0020,1
4D4554303131312323180027,1,1,2018/01/09,16:18:17,MET0111##180027,$LOC00MWA101,H0020,1
4D4554303131312323180028,1,1,2018/01/09,16:18:17,MET0111##180028,$LOC00MWA101,H0020,1
4D4554303131312323180029,1,1,2018/01/09,16:18:17,MET0111##180029,$LOC00MWA101,H0020,1
4D4554303134362323180022,1,1,2018/01/09,16:19:19,MET0146##180022,$LOC00MWA101,H0069,1
4D4554303134362323180023,1,1,2018/01/09,16:19:19,MET0146##180023,$LOC00MWA101,H0069,1
4D4554303134362323180024,1,1,2018/01/09,16:19:19,MET0146##180024,$LOC00MWA101,H0069,1
4D4554303134362323180025,1,1,2018/01/09,16:19:19,MET0146##180025,$LOC00MWA101,H0069,1
4D4554303134372323180004,1,1,2018/01/09,16:20:00,MET0147##180004,$LOC00MWA101,H0070,1
4D4554303134372323180008,1,1,2018/01/09,16:20:00,MET0147##180008,$LOC00MWA101,H0070,1
4D4554303134372323180009,1,1,2018/01/09,16:20:00,MET0147##180009,$LOC00MWA101,H0070,1
4D4554303134372323180010,1,1,2018/01/09,16:20:00,MET0147##180010,$LOC00MWA101,H0070,1
4D4554303134372323180011,1,1,2018/01/09,16:20:00,MET0147##180011,$LOC00MWA101,H0070,1
4D4554303134372323180012,1,1,2018/01/09,16:20:00,MET0147##180012,$LOC00MWA101,H0070,1
4D4554303134372323180013,1,1,2018/01/09,16:20:00,MET0147##180013,$LOC00MWA101,H0070,1
4D4554303134372323180015,1,1,2018/01/09,16:20:00,MET0147##180015,$LOC00MWA101,H0070,1
4D4554303134372323180016,1,1,2018/01/09,16:20:00,MET0147##180016,$LOC00MWA101,H0070,1
4D4554303134372323180017,1,1,2018/01/09,16:20:00,MET0147##180017,$LOC00MWA101,H0070,1
4D4554303134372323180018,1,1,2018/01/09,16:20:00,MET0147##180018,$LOC00MWA101,H0070,1
4D4554303134372323180019,1,1,2018/01/09,16:20:00,MET0147##180019,$LOC00MWA101,H0070,1
4D4554303134372323180020,1,1,2018/01/09,16:20:00,MET0147##180020,$LOC00MWA101,H0070,1
4D4554303134372323180021,1,1,2018/01/09,16:20:00,MET0147##180021,$LOC00MWA101,H0070,1
4D4554303134372323180022,1,1,2018/01/09,16:20:00,MET0147##180022,$LOC00MWA101,H0070,1
4D4554303134372323180023,1,1,2018/01/09,16:20:00,MET0147##180023,$LOC00MWA101,H0070,1
4D4554303134372323180024,1,1,2018/01/09,16:20:00,MET0147##180024,$LOC00MWA101,H0070,1
4D4554303134372323180025,1,1,2018/01/09,16:20:00,MET0147##180025,$LOC00MWA101,H0070,1
4D4554303134372323180026,1,1,2018/01/09,16:20:00,MET0147##180026,$LOC00MWA101,H0070,1
4D4554303134382323180007,1,1,2018/01/09,16:20:47,MET0148##180007,$LOC00MWA101,H0071,1
4D4554303134382323180008,1,1,2018/01/09,16:20:47,MET0148##180008,$LOC00MWA101,H0071,1
4D4554303134382323180009,1,1,2018/01/09,16:20:47,MET0148##180009,$LOC00MWA101,H0071,1
4D4554303134382323180010,1,1,2018/01/09,16:20:47,MET0148##180010,$LOC00MWA101,H0071,1
4D4554303134382323180011,1,1,2018/01/09,16:20:47,MET0148##180011,$LOC00MWA101,H0071,1
4D4554303134382323180012,1,1,2018/01/09,16:20:47,MET0148##180012,$LOC00MWA101,H0071,1
4D4554303134382323180013,1,1,2018/01/09,16:20:47,MET0148##180013,$LOC00MWA101,H0071,1
4D4554303134382323180014,1,1,2018/01/09,16:20:47,MET0148##180014,$LOC00MWA101,H0071,1
4D4554303134382323180015,1,1,2018/01/09,16:20:47,MET0148##180015,$LOC00MWA101,H0071,1
4D4554303134382323180016,1,1,2018/01/09,16:20:47,MET0148##180016,$LOC00MWA101,H0071,1
4D4554303134382323180017,1,1,2018/01/09,16:20:47,MET0148##180017,$LOC00MWA101,H0071,1
4D4554303134382323180018,1,1,2018/01/09,16:20:47,MET0148##180018,$LOC00MWA101,H0071,1
4D4554303134382323180019,1,1,2018/01/09,16:20:47,MET0148##180019,$LOC00MWA101,H0071,1
4D4554303134382323180020,1,1,2018/01/09,16:20:47,MET0148##180020,$LOC00MWA101,H0071,1
4D4554303134382323180021,1,1,2018/01/09,16:20:47,MET0148##180021,$LOC00MWA101,H0071,1
4D4554303134382323180022,1,1,2018/01/09,16:20:47,MET0148##180022,$LOC00MWA101,H0071,1
4D4554303134382323180023,1,1,2018/01/09,16:20:47,MET0148##180023,$LOC00MWA101,H0071,1
4D4554303134382323180024,1,1,2018/01/09,16:20:47,MET0148##180024,$LOC00MWA101,H0071,1
4D4554303134382323180025,1,1,2018/01/09,16:20:47,MET0148##180025,$LOC00MWA101,H0071,1
4D4554303134382323180026,1,1,2018/01/09,16:20:47,MET0148##180026,$LOC00MWA101,H0071,1
4D4554303134382323180027,1,1,2018/01/09,16:20:47,MET0148##180027,$LOC00MWA101,H0071,1
4D4554303134382323180028,1,1,2018/01/09,16:20:47,MET0148##180028,$LOC00MWA101,H0071,1
4D4554303138342323180002,1,1,2018/01/09,16:21:13,MET0184##180002,$LOC00MWA101,K0032,1
4D4554303138342323180005,1,1,2018/01/09,16:21:13,MET0184##180005,$LOC00MWA101,K0032,1
4D4554303138342323180006,1,1,2018/01/09,16:21:13,MET0184##180006,$LOC00MWA101,K0032,1
4D4554303138342323180021,1,1,2018/01/09,16:21:13,MET0184##180021,$LOC00MWA101,K0032,1
4D4554303138342323180029,1,1,2018/01/09,16:21:13,MET0184##180029,$LOC00MWA101,K0032,1
4D4554303138342323180030,1,1,2018/01/09,16:21:13,MET0184##180030,$LOC00MWA101,K0032,1
4D4554303138362323180002,1,1,2018/01/09,16:21:56,MET0186##180002,$LOC00MWA101,K0037,1
4D4554303138362323180003,1,1,2018/01/09,16:21:56,MET0186##180003,$LOC00MWA101,K0037,1
4D4554303138362323180004,1,1,2018/01/09,16:21:56,MET0186##180004,$LOC00MWA101,K0037,1
4D4554303138362323180005,1,1,2018/01/09,16:21:56,MET0186##180005,$LOC00MWA101,K0037,1
4D4554303138362323180006,1,1,2018/01/09,16:21:56,MET0186##180006,$LOC00MWA101,K0037,1
4D4554303138362323180007,1,1,2018/01/09,16:21:56,MET0186##180007,$LOC00MWA101,K0037,1
4D4554303138362323180008,1,1,2018/01/09,16:21:56,MET0186##180008,$LOC00MWA101,K0037,1
4D4554303138362323180009,1,1,2018/01/09,16:21:56,MET0186##180009,$LOC00MWA101,K0037,1
4D4554303138362323180010,1,1,2018/01/09,16:21:56,MET0186##180010,$LOC00MWA101,K0037,1
4D4554303138362323180011,1,1,2018/01/09,16:21:56,MET0186##180011,$LOC00MWA101,K0037,1
4D4554303138362323180012,1,1,2018/01/09,16:21:56,MET0186##180012,$LOC00MWA101,K0037,1
4D4554303138362323180013,1,1,2018/01/09,16:21:56,MET0186##180013,$LOC00MWA101,K0037,1
4D4554303138362323180014,1,1,2018/01/09,16:21:56,MET0186##180014,$LOC00MWA101,K0037,1
4D4554303138362323180015,1,1,2018/01/09,16:21:56,MET0186##180015,$LOC00MWA101,K0037,1
4D4554303138362323180016,1,1,2018/01/09,16:21:56,MET0186##180016,$LOC00MWA101,K0037,1
4D4554303138362323180017,1,1,2018/01/09,16:21:56,MET0186##180017,$LOC00MWA101,K0037,1
4D4554303138362323180018,1,1,2018/01/09,16:21:56,MET0186##180018,$LOC00MWA101,K0037,1
4D4554303138362323180019,1,1,2018/01/09,16:21:56,MET0186##180019,$LOC00MWA101,K0037,1
4D4554303138362323180020,1,1,2018/01/09,16:21:56,MET0186##180020,$LOC00MWA101,K0037,1
4D4554303138362323180021,1,1,2018/01/09,16:21:56,MET0186##180021,$LOC00MWA101,K0037,1
4D4554303138362323180022,1,1,2018/01/09,16:21:56,MET0186##180022,$LOC00MWA101,K0037,1
4D4554303138362323180023,1,1,2018/01/09,16:21:56,MET0186##180023,$LOC00MWA101,K0037,1
4D4554303138362323180024,1,1,2018/01/09,16:21:56,MET0186##180024,$LOC00MWA101,K0037,1
4D4554303138362323180025,1,1,2018/01/09,16:21:56,MET0186##180025,$LOC00MWA101,K0037,1
4D4554303138362323180026,1,1,2018/01/09,16:21:56,MET0186##180026,$LOC00MWA101,K0037,1
4D4554303138362323180027,1,1,2018/01/09,16:21:56,MET0186##180027,$LOC00MWA101,K0037,1
4D4554303138362323180028,1,1,2018/01/09,16:21:56,MET0186##180028,$LOC00MWA101,K0037,1
4D4554303138362323180029,1,1,2018/01/09,16:21:56,MET0186##180029,$LOC00MWA101,K0037,1
4D4554303138362323180030,1,1,2018/01/09,16:21:56,MET0186##180030,$LOC00MWA101,K0037,1
4D4554303239312323180001,1,1,2018/01/09,16:26:43,MET0291##180001,$LOC00MWA101,TB0090,1
4D4554303239312323180002,1,1,2018/01/09,16:26:43,MET0291##180002,$LOC00MWA101,TB0090,1
4D4554303239312323180003,1,1,2018/01/09,16:26:43,MET0291##180003,$LOC00MWA101,TB0090,1
4D4554303239312323180004,1,1,2018/01/09,16:26:43,MET0291##180004,$LOC00MWA101,TB0090,1
4D4554303239312323180005,1,1,2018/01/09,16:26:43,MET0291##180005,$LOC00MWA101,TB0090,1
4D4554303239312323180006,1,1,2018/01/09,16:26:43,MET0291##180006,$LOC00MWA101,TB0090,1
4D4554303239312323180007,1,1,2018/01/09,16:26:43,MET0291##180007,$LOC00MWA101,TB0090,1
4D4554303239312323180008,1,1,2018/01/09,16:26:43,MET0291##180008,$LOC00MWA101,TB0090,1
4D4554303239312323180009,1,1,2018/01/09,16:26:43,MET0291##180009,$LOC00MWA101,TB0090,1
4D4554303239312323180010,1,1,2018/01/09,16:26:43,MET0291##180010,$LOC00MWA101,TB0090,1
4D4554303239312323180011,1,1,2018/01/09,16:26:43,MET0291##180011,$LOC00MWA101,TB0090,1
4D4554303239312323180012,1,1,2018/01/09,16:26:43,MET0291##180012,$LOC00MWA101,TB0090,1
4D4554303239312323180013,1,1,2018/01/09,16:26:43,MET0291##180013,$LOC00MWA101,TB0090,1
4D4554303239312323180014,1,1,2018/01/09,16:26:43,MET0291##180014,$LOC00MWA101,TB0090,1
4D4554303239312323180015,1,1,2018/01/09,16:26:43,MET0291##180015,$LOC00MWA101,TB0090,1
4D4554303239312323180016,1,1,2018/01/09,16:26:43,MET0291##180016,$LOC00MWA101,TB0090,1
4D4554303239312323180017,1,1,2018/01/09,16:26:43,MET0291##180017,$LOC00MWA101,TB0090,1
4D4554303239312323180018,1,1,2018/01/09,16:26:43,MET0291##180018,$LOC00MWA101,TB0090,1
4D4554303239312323180019,1,1,2018/01/09,16:26:43,MET0291##180019,$LOC00MWA101,TB0090,1
4D4554303239312323180020,1,1,2018/01/09,16:26:43,MET0291##180020,$LOC00MWA101,TB0090,1
4D4554303239312323180021,1,1,2018/01/09,16:26:43,MET0291##180021,$LOC00MWA101,TB0090,1
4D4554303239312323180022,1,1,2018/01/09,16:26:43,MET0291##180022,$LOC00MWA101,TB0090,1
4D4554303239312323180023,1,1,2018/01/09,16:26:43,MET0291##180023,$LOC00MWA101,TB0090,1
4D4554303239312323180024,1,1,2018/01/09,16:26:43,MET0291##180024,$LOC00MWA101,TB0090,1
4D4554303239312323180025,1,1,2018/01/09,16:26:43,MET0291##180025,$LOC00MWA101,TB0090,1
4D4554303239312323180026,1,1,2018/01/09,16:26:43,MET0291##180026,$LOC00MWA101,TB0090,1
4D4554303239312323180027,1,1,2018/01/09,16:26:43,MET0291##180027,$LOC00MWA101,TB0090,1
4D4554303239312323180028,1,1,2018/01/09,16:26:43,MET0291##180028,$LOC00MWA101,TB0090,1
4D4554303239312323180029,1,1,2018/01/09,16:26:43,MET0291##180029,$LOC00MWA101,TB0090,1
4D4554303239312323180030,1,1,2018/01/09,16:26:43,MET0291##180030,$LOC00MWA101,TB0090,1
4D4554303131372323170091,1,1,2017/12/13,15:55:47,MET0117##170091,$LOC00MWA101,H0026,1
4D4554303131372323170092,1,1,2017/12/13,15:55:47,MET0117##170092,$LOC00MWA101,H0026,1
4D4554303131372323170093,1,1,2017/12/13,15:55:47,MET0117##170093,$LOC00MWA101,H0026,1
4D4554303131372323170094,1,1,2017/12/13,15:55:47,MET0117##170094,$LOC00MWA101,H0026,1
4D4554303131372323170095,1,1,2017/12/13,15:55:47,MET0117##170095,$LOC00MWA101,H0026,1
4D4554303131372323170096,1,1,2017/12/13,15:55:47,MET0117##170096,$LOC00MWA101,H0026,1
4D4554303131372323170097,1,1,2017/12/13,15:55:47,MET0117##170097,$LOC00MWA101,H0026,1
4D4554303131372323170101,1,1,2017/12/13,15:55:47,MET0117##170101,$LOC00MWA101,H0026,1
4D4554303131372323170106,1,1,2017/12/13,15:55:47,MET0117##170106,$LOC00MWA101,H0026,1
4D4554303131372323170107,1,1,2017/12/13,15:55:47,MET0117##170107,$LOC00MWA101,H0026,1
4D4554303131372323170108,1,1,2017/12/13,15:55:47,MET0117##170108,$LOC00MWA101,H0026,1
4D4554303131372323170109,1,1,2017/12/13,15:55:47,MET0117##170109,$LOC00MWA101,H0026,1
4D4554303131372323170112,1,1,2017/12/13,15:55:47,MET0117##170112,$LOC00MWA101,H0026,1
4D4554303131372323170113,1,1,2017/12/13,15:55:47,MET0117##170113,$LOC00MWA101,H0026,1
4D4554303131372323170117,1,1,2017/12/13,15:55:47,MET0117##170117,$LOC00MWA101,H0026,1
4D4554303131372323170119,1,1,2017/12/13,15:55:47,MET0117##170119,$LOC00MWA101,H0026,1
4D4554303131372323170120,1,1,2017/12/13,15:55:47,MET0117##170120,$LOC00MWA101,H0026,1
4D4554303239372323170022,1,1,2017/12/13,16:05:26,MET0297##170022,$LOC00MWA101,TB0122,1
4D4554303239372323170024,1,1,2017/12/13,16:05:26,MET0297##170024,$LOC00MWA101,TB0122,1
4D4554303239372323170026,1,1,2017/12/13,16:05:26,MET0297##170026,$LOC00MWA101,TB0122,1
4D4554303239372323170028,1,1,2017/12/13,16:05:26,MET0297##170028,$LOC00MWA101,TB0122,1
4D4554303239372323170033,1,1,2017/12/13,16:05:26,MET0297##170033,$LOC00MWA101,TB0122,1
4D4554303239372323170034,1,1,2017/12/13,16:05:26,MET0297##170034,$LOC00MWA101,TB0122,1
4D4554303239372323170035,1,1,2017/12/13,16:05:26,MET0297##170035,$LOC00MWA101,TB0122,1
4D4554303239372323170036,1,1,2017/12/13,16:05:26,MET0297##170036,$LOC00MWA101,TB0122,1
4D4554303239372323170045,1,1,2017/12/13,16:05:26,MET0297##170045,$LOC00MWA101,TB0122,1
4D4554303239372323170048,1,1,2017/12/13,16:05:26,MET0297##170048,$LOC00MWA101,TB0122,1
4D4554303036362323170013,-65.1,94,2017/12/04,10:15:26,MET0066##170013,$LOC00MWA101,D0072,1
4D4554303036362323170014,-70.4,66,2017/12/04,10:15:26,MET0066##170014,$LOC00MWA101,D0072,1
4D4554303036362323170015,-69,83,2017/12/04,10:15:26,MET0066##170015,$LOC00MWA101,D0072,1
4D4554303036362323170016,-66.8,86,2017/12/04,10:15:26,MET0066##170016,$LOC00MWA101,D0072,1
4D4554303036362323170017,-65.9,85,2017/12/04,10:15:26,MET0066##170017,$LOC00MWA101,D0072,1
4D4554303036362323170018,-71.9,69,2017/12/04,10:15:26,MET0066##170018,$LOC00MWA101,D0072,1
4D4554303036362323170019,-70.4,30,2017/12/04,10:15:26,MET0066##170019,$LOC00MWA101,D0072,1
4D4554303036362323170020,-61.8,50,2017/12/04,10:15:26,MET0066##170020,$LOC00MWA101,D0072,1
4D4554303036372323170012,-64.3,71,2017/12/04,10:15:26,MET0067##170012,$LOC00MWA101,D0073,1
4D4554303036372323170016,-71.9,65,2017/12/04,10:15:26,MET0067##170016,$LOC00MWA101,D0073,1
4D4554303036372323170017,-68.4,127,2017/12/04,10:15:26,MET0067##170017,$LOC00MWA101,D0073,1
4D4554303036372323170018,-65.9,54,2017/12/04,10:15:26,MET0067##170018,$LOC00MWA101,D0073,1
4D4554303036372323170020,-71.9,184,2017/12/04,10:15:26,MET0067##170020,$LOC00MWA101,D0073,1
4D4554303037312323170031,-70.4,94,2017/12/04,10:15:26,MET0071##170031,$LOC00MWA101,FG004,1
4D4554303037312323170071,-66.8,127,2017/12/04,10:15:26,MET0071##170071,$LOC00MWA101,FG004,1
4D4554303037312323170074,-67.9,153,2017/12/04,10:15:26,MET0071##170074,$LOC00MWA101,FG004,1
4D4554303037312323170083,-65.9,60,2017/12/04,10:15:26,MET0071##170083,$LOC00MWA101,FG004,1
4D4554303037312323170088,-75,48,2017/12/04,10:15:26,MET0071##170088,$LOC00MWA101,FG004,1
4D4554303037312323170089,-79.9,52,2017/12/04,10:15:26,MET0071##170089,$LOC00MWA101,FG004,1
4D4554303037322323170124,-66.8,21,2017/12/04,10:15:26,MET0072##170124,$LOC00MWA101,FG005,1
4D4554303235372323170052,-67.9,98,2017/12/04,10:15:26,MET0257##170052,$LOC00MWA101,K0152,1
4D4554303235372323170054,-71.1,153,2017/12/04,10:15:26,MET0257##170054,$LOC00MWA101,K0152,1
4D4554303235382323170034,-73.9,103,2017/12/04,10:15:26,MET0258##170034,$LOC00MWA101,K0155,1
4D4554303235382323170035,-75,153,2017/12/04,10:15:26,MET0258##170035,$LOC00MWA101,K0155,1
4D4554303330302323170035,-69,69,2017/12/04,10:15:26,MET0300##170035,$LOC00MWA101,TB0129,1
4D4554303330342323170002,-72.9,61,2017/12/04,10:15:26,MET0304##170002,$LOC00MWA101,TB0139,1
4D4554303330342323170036,-78,3,2017/12/04,10:15:26,MET0304##170036,$LOC00MWA101,TB0139,1
4D4554303330392323170036,-69,3,2017/12/04,10:15:26,MET0309##170036,$LOC00MWA101,TB0144,1
4D4554303330392323170037,-66.8,1,2017/12/04,10:15:26,MET0309##170037,$LOC00MWA101,TB0144,1
4D4554303330392323170038,-74.4,20,2017/12/04,10:15:26,MET0309##170038,$LOC00MWA101,TB0144,1
4D4554303035302323170021,1,1,2017/12/04,11:49:23,MET0050##170021,$LOC00MWA101,D0050,1
